month,forecast,lower,upper
2026-01-01,5739.312308708498,3962.060592289888,7516.564025127107
2026-02-01,5902.723297443797,4110.737943167401,7694.708651720192
2026-03-01,5980.61131033681,4183.75403565091,7777.46858502271
2026-04-01,5953.489225493781,4152.204872332843,7754.77357865472
2026-05-01,5752.221207712554,3946.5454538121307,7557.896961612978
2026-06-01,5908.460541414681,4098.405482858285,7718.515599971077
