cluster,log_price_per_piece,product_rating,log_reviews,log_sales,log_bsr,weighted_rating,discount_rate,blade_size_inch,log_days_on_market,verified_purchase_rate,avg_helpful_votes,set_pieces,sentiment_avg,sentiment_std,positive_ratio,bullet_count,image_count,is_fba,has_aplus,brand_tier_encoded,is_damascus,is_high_carbon,is_german_steel,is_japanese_steel,is_ceramic,is_chef_knife,is_santoku,is_steak_knife,is_cleaver,is_paring,is_professional,is_gift
0,-0.41682564493099805,0.3178271214473702,0.6465074095182801,1.113047429227872,0.06321806897366172,0.5617998304073585,-0.21169037722693354,-0.1048867628407557,-0.5174250810006809,0.1301444539829726,0.1287588887387597,0.43391117793613093,-0.21893368253223083,0.27808038163365695,-0.2733878705219996,0.1753835117067576,0.4204582702308615,-0.12147486405257785,-0.05638056838980536,-0.05710283906487154,-0.13306532253183811,0.1512361890429918,-0.003839708693342365,-0.06883238467126138,0.06739490889949497,-0.014476527112342548,-0.10989169548914882,0.050454987472848246,-0.1276333186299602,-0.11294919774348093,-0.025094801573230036,-0.060632804750773026
1,0.15651189739169774,0.26612592888356884,-0.029262881435917484,-0.622399132182845,0.4361791891659835,-0.08062509239879978,0.1021561659238239,0.03663722550816478,0.32913473240535435,-0.1151626502623942,-0.0724867905633553,-0.20215186576131147,0.15155385292120566,-0.12865706939334298,0.1807651815284948,-0.08065690313644623,-0.24980276371872584,0.09583370059991204,0.032512794438121204,0.048641507651830285,0.10653414608971624,0.0591392028980572,0.029200694082763,0.04858741567727834,-0.021970484744838537,0.04898552516047077,0.09845489552358738,-0.03479021325929458,0.04782595979621778,0.016116516562077108,0.12185070716275093,0.1474040683861115
2,0.6097959938881512,-2.1630969661698662,-1.8863244564969481,-0.7275786925714646,-2.1186042825860603,-1.3960096498913155,0.20982437282675054,0.16554249251719416,0.16290264756772327,0.10166265675856248,-0.08202283710027151,-0.46199103791549573,0.014785766465606172,-0.30002256857568343,0.05583810300157288,-0.19136458934068684,-0.21013522559838618,-0.043534924605091445,0.032512794438121204,-0.03628932365134653,-0.05454590848518254,-0.7319530777119382,-0.11667207386103293,0.000511340811417501,-0.11328893188287573,-0.1706760668702675,-0.09118844388998865,-0.004009111547841806,0.1871552604109523,0.28107608847197013,-0.4585783284526809,-0.4603751260994691
