k,inertia,silhouette,calinski,davies_bouldin
4,32323.88866054274,0.11095738740716198,71.96371033875889,2.4264794804631142
5,30690.82946684728,0.11239197536402529,69.30198384575213,2.244105869790748
6,29622.17845502468,0.1104557240097125,64.16295321902528,2.3605480642573244
7,28705.848740727237,0.12305415224190858,60.11292986533293,2.106364391596992
8,27893.486909730098,0.1242687823918449,56.87208484296022,1.762332329593436
