cluster,name,size,percentage
0,主流-高单价-单品,364,38.47780126849894
1,主流-低单价-套装,408,43.12896405919662
2,高单价-单品-待改进,113,11.945031712473574
3,细分-口碑佳-日系,32,3.382663847780127
4,细分-低单价-套装,29,3.06553911205074
