asin,week_start,week_review_n,week_avg_review_rating,week_verified_ratio,week_helpful_sum,week_avg_text_len
B00N9HWFLS,2025-12-29,1,5.0,1.0,0,83.0
B00N9HWFLS,2026-01-05,3,5.0,1.0,1,557.0
B00R3Z3ZF2,2025-10-06,1,1.0,1.0,2,62.0
B00R3Z3ZF2,2025-10-27,1,2.0,1.0,0,38.0
B00R3Z3ZF2,2025-11-10,1,5.0,1.0,1,59.0
B00R3Z3ZF2,2025-11-17,1,5.0,1.0,0,201.0
B00R3Z3ZF2,2025-12-08,1,1.0,1.0,0,49.0
B00R3Z3ZF2,2025-12-15,1,5.0,1.0,0,105.0
B00R3Z3ZF2,2025-12-22,1,5.0,1.0,0,50.0
B00R3Z3ZF2,2025-12-29,2,4.0,1.0,0,189.5
B00R3Z3ZF2,2026-01-05,1,5.0,1.0,0,82.0
B00R3Z49G6,2025-05-19,1,1.0,1.0,1,142.0
B00R3Z49G6,2025-05-26,3,3.6666666666666665,1.0,3,187.33333333333334
B00R3Z49G6,2025-06-02,6,3.8333333333333335,1.0,4,43.833333333333336
B00R3Z49G6,2025-06-09,4,2.5,1.0,7,181.75
B00R3Z49G6,2025-06-16,1,1.0,1.0,2,133.0
B00R3Z49G6,2025-06-23,4,4.75,1.0,11,175.25
B00R3Z49G6,2025-06-30,4,3.75,1.0,9,112.75
B00R3Z49G6,2025-07-07,4,3.5,1.0,4,263.25
B00R3Z49G6,2025-07-14,3,5.0,1.0,8,337.3333333333333
B00R3Z49G6,2025-07-21,2,3.0,0.5,0,34.0
B00R3Z49G6,2025-07-28,3,5.0,1.0,0,41.0
B00R3Z49G6,2025-08-04,4,4.75,1.0,1,62.75
B00R3Z49G6,2025-08-11,2,3.5,1.0,5,229.5
B00R3Z49G6,2025-08-18,1,5.0,1.0,1,79.0
B00R3Z49G6,2025-08-25,1,1.0,1.0,0,31.0
B00R3Z49G6,2025-09-01,2,3.5,1.0,1,355.0
B00R3Z49G6,2025-09-08,6,4.333333333333333,1.0,0,90.0
B00R3Z49G6,2025-09-15,1,4.0,1.0,0,106.0
B00R3Z49G6,2025-09-22,3,3.6666666666666665,1.0,1,59.333333333333336
B00R3Z49G6,2025-09-29,4,5.0,1.0,24,512.75
B00R3Z49G6,2025-10-06,3,2.3333333333333335,1.0,2,71.33333333333333
B00R3Z49G6,2025-10-20,5,4.2,1.0,2,56.8
B00R3Z49G6,2025-10-27,5,3.8,1.0,3,142.4
B00R3Z49G6,2025-11-03,1,4.0,1.0,0,149.0
B00R3Z49G6,2025-11-10,2,4.5,1.0,0,109.0
B00R3Z49G6,2025-11-17,3,2.0,1.0,3,72.0
B00R3Z49G6,2025-11-24,5,3.4,1.0,9,312.6
B00R3Z49G6,2025-12-01,3,3.3333333333333335,1.0,1,184.0
B00R3Z49G6,2025-12-08,1,5.0,1.0,0,9.0
B00R3Z49G6,2025-12-15,3,2.3333333333333335,1.0,2,207.0
B00R3Z49G6,2025-12-22,5,5.0,1.0,1,84.4
B00R3Z49G6,2025-12-29,4,4.25,1.0,0,238.25
B00R3Z49G6,2026-01-05,1,5.0,1.0,0,28.0
B01ALYD1WI,2025-09-15,3,4.0,1.0,1,89.66666666666667
B01ALYD1WI,2025-09-22,2,1.5,1.0,1,139.5
B01ALYD1WI,2025-09-29,2,5.0,1.0,1,267.5
B01ALYD1WI,2025-10-06,2,1.0,0.5,1,169.0
B01ALYD1WI,2025-10-13,1,3.0,1.0,0,269.0
B01ALYD1WI,2025-10-20,3,3.0,1.0,7,243.33333333333334
B01ALYD1WI,2025-11-03,3,2.6666666666666665,0.6666666666666666,2,128.66666666666666
B01ALYD1WI,2025-11-10,2,2.5,0.5,1,104.0
B01ALYD1WI,2025-11-17,3,5.0,1.0,2,80.33333333333333
B01ALYD1WI,2025-12-01,5,2.6,0.8,3,70.2
B01ALYD1WI,2025-12-08,1,3.0,1.0,0,147.0
B01ALYD1WI,2025-12-15,3,2.3333333333333335,0.3333333333333333,1,352.3333333333333
B01ALYD1WI,2025-12-29,7,2.2857142857142856,0.5714285714285714,0,223.42857142857142
B01ALYD1WI,2026-01-05,2,4.5,1.0,0,47.5
B01ALYD1WI,2026-01-12,1,5.0,0.0,0,671.0
B01B3GARVG,2025-01-13,1,1.0,1.0,3,163.0
B01B3GARVG,2025-01-20,3,5.0,1.0,7,304.3333333333333
B01B3GARVG,2025-01-27,3,4.0,1.0,0,59.333333333333336
B01B3GARVG,2025-02-03,1,3.0,1.0,2,234.0
B01B3GARVG,2025-02-10,3,3.6666666666666665,1.0,0,127.0
B01B3GARVG,2025-02-17,2,5.0,0.5,0,27.0
B01B3GARVG,2025-02-24,4,5.0,1.0,0,60.0
B01B3GARVG,2025-03-03,3,5.0,1.0,1,154.66666666666666
B01B3GARVG,2025-03-10,3,4.0,1.0,2,49.0
B01B3GARVG,2025-03-17,1,5.0,1.0,0,127.0
B01B3GARVG,2025-03-24,2,5.0,1.0,0,75.0
B01B3GARVG,2025-03-31,4,5.0,1.0,2,112.0
B01B3GARVG,2025-04-07,3,5.0,0.6666666666666666,1,143.33333333333334
B01B3GARVG,2025-04-14,2,4.5,1.0,7,630.0
B01B3GARVG,2025-04-21,1,5.0,0.0,0,23.0
B01B3GARVG,2025-04-28,2,5.0,1.0,0,108.0
B01B3GARVG,2025-05-05,2,5.0,1.0,1,146.0
B01B3GARVG,2025-05-12,2,3.5,1.0,1,190.5
B01B3GARVG,2025-05-19,2,5.0,1.0,0,28.5
B01B3GARVG,2025-05-26,4,4.0,1.0,3,95.0
B01B3GARVG,2025-06-02,2,5.0,1.0,7,280.0
B01B3GARVG,2025-06-09,4,4.75,0.75,0,71.75
B01B3GARVG,2025-06-16,2,4.5,1.0,6,390.5
B01B3GARVG,2025-06-23,2,5.0,1.0,3,74.5
B01B3GARVG,2025-07-07,2,5.0,1.0,3,218.5
B01B3GARVG,2025-07-14,2,5.0,1.0,3,46.5
B01B3GARVG,2025-07-21,4,3.25,0.5,3,98.75
B01B3GARVG,2025-08-04,3,4.666666666666667,1.0,3,207.66666666666666
B01B3GARVG,2025-08-11,1,5.0,1.0,1,247.0
B01B3GARVG,2025-08-18,2,4.0,0.5,2,272.5
B01B3GARVG,2025-09-22,1,5.0,1.0,0,27.0
B01B3GARVG,2025-10-06,3,4.333333333333333,1.0,5,277.0
B01B3GARVG,2025-10-13,1,5.0,1.0,0,58.0
B01B3GARVG,2025-10-20,5,5.0,1.0,4,65.2
B01B3GARVG,2025-10-27,2,5.0,1.0,0,11.5
B01B3GARVG,2025-11-03,1,5.0,1.0,0,79.0
B01B3GARVG,2025-11-10,1,5.0,1.0,0,82.0
B01B3GARVG,2025-11-17,2,5.0,1.0,1,75.0
B01B3GARVG,2025-11-24,1,5.0,1.0,0,187.0
B01B3GARVG,2025-12-01,1,3.0,1.0,0,265.0
B01B3GARVG,2025-12-08,1,5.0,1.0,0,91.0
B01B3GARVG,2025-12-15,3,4.0,1.0,0,85.66666666666667
B01B3GARVG,2025-12-22,1,5.0,1.0,0,207.0
B01B3GARVG,2025-12-29,2,5.0,1.0,0,43.5
B01B3GARVG,2026-01-05,1,5.0,0.0,0,184.0
B01B3GARVG,2026-01-12,2,4.0,1.0,0,329.0
B01DDBJF12,2025-11-24,7,4.428571428571429,0.8571428571428571,3,151.28571428571428
B01DDBJF12,2025-12-01,18,4.5,0.9444444444444444,7,99.61111111111111
B01DDBJF12,2025-12-08,15,4.533333333333333,0.8666666666666667,4,77.66666666666667
B01DDBJF12,2025-12-15,11,4.181818181818182,0.9090909090909091,2,184.8181818181818
B01DDBJF12,2025-12-22,5,4.2,1.0,0,127.4
B01DDBJF12,2025-12-29,21,4.571428571428571,0.8571428571428571,2,127.42857142857143
B01DDBJF12,2026-01-05,22,4.681818181818182,0.8636363636363636,2,114.36363636363636
B01DDBJF12,2026-01-12,1,5.0,1.0,0,98.0
B01DUT3QQW,2025-12-15,3,3.6666666666666665,1.0,0,64.66666666666667
B01DUT3QQW,2025-12-22,1,1.0,1.0,0,247.0
B01DUT3QQW,2025-12-29,1,5.0,1.0,0,863.0
B01DUT3QQW,2026-01-05,4,3.5,1.0,0,102.75
B01DUT3QSU,2026-01-05,1,5.0,1.0,0,5.0
B073J61P62,2025-12-08,13,3.769230769230769,1.0,34,154.0
B073J61P62,2025-12-15,21,4.571428571428571,0.8571428571428571,23,143.38095238095238
B073J61P62,2025-12-22,18,3.7777777777777777,0.8888888888888888,11,169.66666666666666
B073J61P62,2025-12-29,17,3.823529411764706,0.9411764705882353,14,142.7058823529412
B073J61P62,2026-01-05,20,3.9,0.8,2,152.45
B073J61P62,2026-01-12,11,4.090909090909091,1.0,0,164.27272727272728
B074T6C4YS,2025-07-07,1,5.0,1.0,0,26.0
B074T6C4YS,2025-07-14,1,5.0,1.0,3,173.0
B074T6C4YS,2025-07-21,1,2.0,0.0,0,260.0
B074T6C4YS,2025-09-01,1,2.0,1.0,0,184.0
B074T6C4YS,2025-09-08,1,3.0,1.0,0,36.0
B074T6C4YS,2025-09-29,1,5.0,1.0,0,47.0
B074T6C4YS,2025-11-03,1,5.0,1.0,0,48.0
B074T6C4YS,2025-12-01,1,5.0,0.0,0,90.0
B074T6C4YS,2025-12-29,1,5.0,1.0,0,38.0
B074T6C4YS,2026-01-05,1,5.0,1.0,0,121.0
B07BJZ8WSP,2025-12-15,3,4.666666666666667,1.0,1,252.0
B07BJZ8WSP,2025-12-22,4,3.75,1.0,1,93.0
B07BJZ8WSP,2025-12-29,3,5.0,1.0,0,181.66666666666666
B07BJZ8WSP,2026-01-05,2,4.0,1.0,0,98.5
B07BK4YVB3,2025-12-22,2,5.0,0.5,0,61.5
B07BK4YVB3,2025-12-29,7,4.714285714285714,0.8571428571428571,0,142.85714285714286
B07BK4YVB3,2026-01-05,2,4.0,1.0,0,117.0
B07BK4YVB3,2026-01-12,1,5.0,1.0,0,106.0
B07BN5MZBW,2025-12-08,1,5.0,1.0,0,7.0
B07BN5MZBW,2025-12-15,2,3.0,1.0,1,183.5
B07BN5MZBW,2025-12-22,4,3.25,0.75,0,107.5
B07BN5MZBW,2025-12-29,3,4.333333333333333,1.0,0,84.33333333333333
B07BZD6HFZ,2025-11-24,1,5.0,1.0,0,4.0
B07BZD6HFZ,2025-12-15,1,5.0,1.0,0,18.0
B07BZD6HFZ,2025-12-22,3,4.0,1.0,0,152.33333333333334
B07BZD6HFZ,2025-12-29,4,4.25,1.0,1,68.0
B07BZD6HFZ,2026-01-05,1,5.0,1.0,0,13.0
B07GH3KQS5,2024-03-04,1,5.0,0.0,0,8.0
B07GH3KQS5,2024-03-11,3,3.6666666666666665,1.0,0,74.0
B07GH3KQS5,2024-03-25,5,4.2,1.0,4,157.4
B07GH3KQS5,2024-04-01,1,5.0,1.0,0,28.0
B07GH3KQS5,2024-04-08,1,5.0,1.0,1,52.0
B07GH3KQS5,2024-04-15,2,5.0,1.0,0,222.0
B07GH3KQS5,2024-04-29,2,3.0,0.5,0,549.0
B07GH3KQS5,2024-05-06,1,4.0,1.0,1,204.0
B07GH3KQS5,2024-05-13,1,5.0,1.0,0,102.0
B07GH3KQS5,2024-05-27,1,5.0,1.0,3,795.0
B07GH3KQS5,2024-06-03,3,4.333333333333333,1.0,0,210.0
B07GH3KQS5,2024-06-10,2,5.0,1.0,1,477.0
B07GH3KQS5,2024-06-24,2,3.0,1.0,0,342.0
B07GH3KQS5,2024-07-01,2,2.5,1.0,0,126.0
B07GH3KQS5,2024-07-08,3,4.333333333333333,1.0,0,288.3333333333333
B07GH3KQS5,2024-07-15,2,5.0,1.0,0,491.0
B07GH3KQS5,2024-07-22,2,4.0,1.0,0,136.5
B07GH3KQS5,2024-08-12,2,4.0,0.5,2,264.0
B07GH3KQS5,2024-08-19,3,3.0,1.0,0,96.0
B07GH3KQS5,2024-09-02,5,3.8,1.0,1,87.8
B07GH3KQS5,2024-09-09,1,4.0,1.0,0,57.0
B07GH3KQS5,2024-09-23,2,1.0,0.5,1,150.0
B07GH3KQS5,2024-10-07,1,4.0,1.0,0,97.0
B07GH3KQS5,2024-10-21,1,5.0,1.0,0,19.0
B07GH3KQS5,2024-10-28,2,4.5,0.5,0,39.0
B07GH3KQS5,2024-11-11,2,5.0,1.0,1,106.5
B07GH3KQS5,2024-11-18,2,2.5,1.0,3,165.0
B07GH3KQS5,2024-11-25,1,1.0,1.0,2,130.0
B07GH3KQS5,2024-12-02,3,4.666666666666667,0.6666666666666666,5,359.6666666666667
B07GH3KQS5,2024-12-09,3,5.0,1.0,2,70.66666666666667
B07GH3KQS5,2024-12-16,1,5.0,1.0,0,255.0
B07GH3KQS5,2024-12-23,2,3.5,1.0,0,125.5
B07GH3KQS5,2025-01-06,1,5.0,1.0,2,47.0
B07GH3KQS5,2025-01-20,1,1.0,1.0,0,98.0
B07GH3KQS5,2025-03-17,1,5.0,1.0,0,39.0
B07GH3KQS5,2025-03-24,2,3.0,1.0,0,109.0
B07GH3KQS5,2025-04-07,1,2.0,1.0,0,85.0
B07GH3KQS5,2025-04-14,1,5.0,1.0,0,524.0
B07GH3KQS5,2025-04-21,1,1.0,1.0,0,79.0
B07GH3KQS5,2025-04-28,1,5.0,1.0,0,16.0
B07GH3KQS5,2025-05-05,1,5.0,1.0,0,39.0
B07GH3KQS5,2025-05-12,1,4.0,1.0,0,133.0
B07GH3KQS5,2025-05-19,1,2.0,0.0,0,93.0
B07GH3KQS5,2025-05-26,2,1.0,1.0,0,26.0
B07GH3KQS5,2025-06-09,1,1.0,1.0,0,130.0
B07GH3KQS5,2025-07-07,2,3.0,1.0,0,308.5
B07GH3KQS5,2025-07-14,1,1.0,1.0,0,252.0
B07GH3KQS5,2025-07-21,1,5.0,1.0,0,61.0
B07GH3KQS5,2025-07-28,1,5.0,1.0,0,47.0
B07GH3KQS5,2025-08-11,2,5.0,1.0,1,92.5
B07GH3KQS5,2025-08-18,1,2.0,1.0,0,20.0
B07GH3KQS5,2025-09-01,1,5.0,1.0,0,32.0
B07GH3KQS5,2025-09-08,2,1.5,1.0,0,188.5
B07GH3KQS5,2025-09-29,1,5.0,1.0,0,38.0
B07GH3KQS5,2025-10-27,1,1.0,1.0,0,138.0
B07GH3KQS5,2025-11-03,1,4.0,1.0,0,48.0
B07GH3KQS5,2025-11-10,1,1.0,1.0,0,161.0
B07GH3KQS5,2025-11-17,2,4.5,1.0,0,13.5
B07GH3KQS5,2025-11-24,1,5.0,1.0,0,40.0
B07GH3KQS5,2025-12-15,1,5.0,1.0,0,164.0
B07GH3KQS5,2026-01-12,1,5.0,1.0,0,87.0
B07H6WGWMD,2025-12-01,3,4.0,1.0,0,29.666666666666668
B07H6WGWMD,2025-12-08,1,5.0,1.0,0,12.0
B07H6WGWMD,2025-12-15,1,2.0,1.0,0,246.0
B07H6WGWMD,2025-12-22,1,5.0,1.0,0,22.0
B07H6WGWMD,2026-01-05,4,4.0,0.5,0,556.25
B07HGRSC74,2024-12-16,1,5.0,1.0,1,56.0
B07HGRSC74,2024-12-23,1,2.0,0.0,0,23.0
B07HGRSC74,2024-12-30,4,4.0,1.0,13,253.0
B07HGRSC74,2025-01-13,2,3.0,1.0,9,338.5
B07HGRSC74,2025-01-20,5,4.2,0.8,5,113.2
B07HGRSC74,2025-02-03,3,5.0,0.6666666666666666,4,73.0
B07HGRSC74,2025-02-10,1,5.0,0.0,0,113.0
B07HGRSC74,2025-02-24,3,3.6666666666666665,1.0,3,185.0
B07HGRSC74,2025-03-10,4,4.0,0.25,0,87.25
B07HGRSC74,2025-03-17,1,3.0,1.0,1,78.0
B07HGRSC74,2025-03-31,1,1.0,1.0,3,237.0
B07HGRSC74,2025-04-07,1,5.0,1.0,0,23.0
B07HGRSC74,2025-04-14,1,5.0,1.0,1,11.0
B07HGRSC74,2025-04-21,1,5.0,1.0,1,94.0
B07HGRSC74,2025-04-28,2,4.5,1.0,2,177.0
B07HGRSC74,2025-05-05,2,5.0,0.5,2,201.0
B07HGRSC74,2025-05-19,3,4.0,0.6666666666666666,1,146.66666666666666
B07HGRSC74,2025-05-26,2,1.5,0.5,2,98.0
B07HGRSC74,2025-06-02,5,3.8,0.6,0,63.6
B07HGRSC74,2025-06-09,2,3.0,1.0,3,32.5
B07HGRSC74,2025-06-16,2,3.0,1.0,1,166.5
B07HGRSC74,2025-06-30,1,5.0,0.0,0,610.0
B07HGRSC74,2025-07-07,2,3.5,0.5,1,239.0
B07HGRSC74,2025-07-14,6,4.166666666666667,0.5,5,204.83333333333334
B07HGRSC74,2025-07-21,1,5.0,1.0,0,153.0
B07HGRSC74,2025-07-28,1,3.0,1.0,2,165.0
B07HGRSC74,2025-08-04,2,2.5,1.0,8,396.5
B07HGRSC74,2025-08-11,1,5.0,0.0,0,25.0
B07HGRSC74,2025-08-18,2,4.5,0.5,0,78.5
B07HGRSC74,2025-08-25,2,4.0,1.0,1,93.0
B07HGRSC74,2025-09-01,2,2.0,0.5,4,90.5
B07HGRSC74,2025-09-08,3,3.6666666666666665,1.0,4,127.33333333333333
B07HGRSC74,2025-09-22,3,5.0,1.0,0,165.33333333333334
B07HGRSC74,2025-09-29,1,5.0,1.0,2,171.0
B07HGRSC74,2025-10-06,4,4.75,0.5,1,150.75
B07HGRSC74,2025-10-13,1,5.0,1.0,2,124.0
B07HGRSC74,2025-10-20,6,4.333333333333333,0.8333333333333334,6,155.33333333333334
B07HGRSC74,2025-11-17,3,3.6666666666666665,0.6666666666666666,0,127.0
B07HGRSC74,2025-11-24,1,4.0,1.0,0,9.0
B07HGRSC74,2025-12-01,1,5.0,1.0,1,106.0
B07HGRSC74,2025-12-08,6,4.666666666666667,1.0,0,68.16666666666667
B07HGRSC74,2025-12-22,1,3.0,0.0,0,95.0
B07HGRSC74,2026-01-05,3,4.0,1.0,0,298.3333333333333
B07HGTGN3K,2025-12-29,6,1.8333333333333333,1.0,2,421.1666666666667
B07HGTGN3K,2026-01-05,4,3.75,0.75,1,206.0
B07K46875F,2025-12-01,1,5.0,1.0,0,10.0
B07K46875F,2025-12-08,1,5.0,1.0,0,75.0
B07K46875F,2025-12-15,3,4.333333333333333,1.0,0,117.66666666666667
B07K46875F,2025-12-22,1,5.0,1.0,0,40.0
B07K46875F,2025-12-29,3,5.0,1.0,0,142.33333333333334
B07K46875F,2026-01-05,1,4.0,1.0,0,72.0
B07KC949P2,2025-12-29,6,4.5,1.0,0,60.666666666666664
B07KC949P2,2026-01-05,8,4.5,1.0,0,63.875
B07KC949P2,2026-01-12,1,4.0,1.0,0,133.0
B07PT5MT1H,2025-08-25,1,1.0,1.0,3,642.0
B07PT5MT1H,2025-09-15,1,3.0,1.0,0,123.0
B07PT5MT1H,2025-10-06,1,2.0,1.0,0,56.0
B07PT5MT1H,2025-12-01,2,4.0,0.0,0,108.0
B07PT5MT1H,2025-12-15,2,4.0,1.0,0,214.0
B07PT5MT1H,2025-12-22,2,5.0,1.0,0,319.0
B07PT5MT1H,2025-12-29,1,4.0,1.0,0,51.0
B07Q1FFC65,2025-04-28,4,5.0,1.0,6,298.25
B07Q1FFC65,2025-05-05,2,5.0,1.0,0,81.0
B07Q1FFC65,2025-05-12,3,3.0,0.6666666666666666,5,550.6666666666666
B07Q1FFC65,2025-05-19,3,5.0,1.0,3,166.33333333333334
B07Q1FFC65,2025-05-26,1,5.0,1.0,0,16.0
B07Q1FFC65,2025-06-02,5,4.4,1.0,2,82.6
B07Q1FFC65,2025-06-09,4,4.5,0.75,5,146.75
B07Q1FFC65,2025-06-16,4,4.25,1.0,0,114.25
B07Q1FFC65,2025-06-23,7,4.428571428571429,0.8571428571428571,4,430.7142857142857
B07Q1FFC65,2025-06-30,2,3.5,0.5,1,610.5
B07Q1FFC65,2025-07-07,2,3.0,1.0,4,130.5
B07Q1FFC65,2025-07-14,7,5.0,0.8571428571428571,10,149.14285714285714
B07Q1FFC65,2025-07-21,2,4.5,1.0,6,316.0
B07Q1FFC65,2025-07-28,4,3.75,1.0,15,153.5
B07Q1FFC65,2025-08-04,3,2.3333333333333335,1.0,6,288.0
B07Q1FFC65,2025-08-11,1,5.0,0.0,0,369.0
B07Q1FFC65,2025-08-25,3,5.0,0.6666666666666666,0,336.0
B07Q1FFC65,2025-09-01,4,3.0,1.0,5,100.25
B07Q1FFC65,2025-09-08,3,3.6666666666666665,1.0,5,92.0
B07Q1FFC65,2025-09-15,3,3.6666666666666665,0.6666666666666666,10,320.6666666666667
B07Q1FFC65,2025-09-22,1,5.0,1.0,2,293.0
B07Q1FFC65,2025-09-29,1,4.0,1.0,1,68.0
B07Q1FFC65,2025-10-06,3,4.0,1.0,0,195.66666666666666
B07Q1FFC65,2025-10-13,1,3.0,0.0,0,370.0
B07Q1FFC65,2025-10-20,2,5.0,1.0,9,398.5
B07Q1FFC65,2025-10-27,2,5.0,1.0,6,190.0
B07Q1FFC65,2025-11-10,2,3.5,1.0,0,71.5
B07Q1FFC65,2025-11-17,4,5.0,1.0,3,221.5
B07Q1FFC65,2025-11-24,3,2.0,1.0,7,251.33333333333334
B07Q1FFC65,2025-12-01,3,5.0,1.0,3,72.33333333333333
B07Q1FFC65,2025-12-08,1,1.0,1.0,0,340.0
B07Q1FFC65,2025-12-15,2,3.0,1.0,0,289.0
B07Q1FFC65,2025-12-22,3,5.0,1.0,1,178.0
B07Q1FFC65,2025-12-29,3,3.0,1.0,0,60.666666666666664
B07Q1FFC65,2026-01-05,1,5.0,1.0,0,55.0
B07Q1FFC65,2026-01-12,1,5.0,1.0,0,24.0
B07QG2L8F1,2025-06-30,1,5.0,1.0,0,37.0
B07QG2L8F1,2025-07-14,1,5.0,1.0,0,100.0
B07QG2L8F1,2025-07-28,1,5.0,1.0,0,29.0
B07QG2L8F1,2025-08-04,1,1.0,1.0,0,67.0
B07QG2L8F1,2025-08-18,1,5.0,1.0,0,155.0
B07QG2L8F1,2025-09-22,1,1.0,1.0,0,55.0
B07QG2L8F1,2025-12-01,1,2.0,1.0,0,107.0
B07QG2L8F1,2025-12-08,2,2.0,1.0,0,198.0
B07QG2L8F1,2025-12-29,1,5.0,1.0,0,202.0
B07SZSGVXM,2025-12-15,2,4.0,1.0,0,209.0
