asin,week_start,week_review_n,week_avg_review_rating,week_verified_ratio,week_helpful_sum,week_avg_text_len
B07SZSGVXM,2025-12-22,4,5.0,1.0,0,116.75
B07SZSGVXM,2025-12-29,3,4.666666666666667,0.6666666666666666,0,136.0
B07SZSGVXM,2026-01-05,1,5.0,1.0,0,53.0
B07YPY9Q6G,2025-12-29,6,5.0,1.0,0,323.6666666666667
B07YPY9Q6G,2026-01-05,4,5.0,1.0,0,387.75
B085XYC5L5,2025-11-24,1,2.0,1.0,0,104.0
B085XYC5L5,2025-12-08,1,4.0,1.0,0,124.0
B085XYC5L5,2025-12-29,1,5.0,1.0,0,182.0
B0865TNBKC,2026-01-05,8,4.5,0.75,0,74.5
B089SQ3CG2,2025-12-29,1,1.0,1.0,0,75.0
B08BCFRNXN,2026-01-12,2,5.0,1.0,0,153.0
B08CD3XNRL,2024-09-09,4,2.75,1.0,0,191.25
B08CD3XNRL,2024-09-16,4,3.75,0.75,1,249.0
B08CD3XNRL,2024-09-23,1,1.0,1.0,0,189.0
B08CD3XNRL,2024-09-30,3,3.3333333333333335,1.0,0,116.66666666666667
B08CD3XNRL,2024-10-07,2,3.0,1.0,1,195.0
B08CD3XNRL,2024-10-14,2,1.0,0.5,0,277.5
B08CD3XNRL,2024-10-21,2,2.5,0.5,0,296.5
B08CD3XNRL,2024-10-28,5,3.6,1.0,0,96.8
B08CD3XNRL,2024-11-04,2,1.0,1.0,0,452.5
B08CD3XNRL,2024-11-11,4,3.0,1.0,0,102.0
B08CD3XNRL,2024-11-18,3,1.0,0.6666666666666666,0,195.66666666666666
B08CD3XNRL,2024-12-02,2,3.0,1.0,1,258.0
B08CD3XNRL,2024-12-09,3,3.0,0.6666666666666666,1,204.33333333333334
B08CD3XNRL,2024-12-16,1,5.0,1.0,0,91.0
B08CD3XNRL,2024-12-23,3,3.0,0.6666666666666666,0,161.66666666666666
B08CD3XNRL,2024-12-30,1,4.0,0.0,0,634.0
B08CD3XNRL,2025-01-06,2,4.0,1.0,0,224.0
B08CD3XNRL,2025-01-20,1,5.0,1.0,0,7.0
B08CD3XNRL,2025-02-03,5,3.8,1.0,2,125.8
B08CD3XNRL,2025-02-17,1,5.0,1.0,1,283.0
B08CD3XNRL,2025-02-24,2,5.0,1.0,0,40.5
B08CD3XNRL,2025-03-03,2,2.5,1.0,0,200.0
B08CD3XNRL,2025-03-10,1,1.0,1.0,1,327.0
B08CD3XNRL,2025-03-17,2,2.5,0.5,0,268.5
B08CD3XNRL,2025-04-07,1,3.0,1.0,0,110.0
B08CD3XNRL,2025-04-14,1,1.0,1.0,0,72.0
B08CD3XNRL,2025-04-28,1,5.0,1.0,0,20.0
B08CD3XNRL,2025-05-05,5,3.4,0.6,0,94.2
B08CD3XNRL,2025-05-12,2,1.0,0.5,2,102.5
B08CD3XNRL,2025-05-19,1,1.0,1.0,0,345.0
B08CD3XNRL,2025-06-02,1,1.0,0.0,0,472.0
B08CD3XNRL,2025-06-16,1,5.0,1.0,0,85.0
B08CD3XNRL,2025-06-23,5,5.0,1.0,1,108.0
B08CD3XNRL,2025-06-30,5,3.6,0.8,0,59.4
B08CD3XNRL,2025-07-21,1,1.0,1.0,1,98.0
B08CD3XNRL,2025-07-28,1,5.0,1.0,2,28.0
B08CD3XNRL,2025-08-04,4,2.0,1.0,1,185.25
B08CD3XNRL,2025-08-18,1,5.0,1.0,2,425.0
B08CD3XNRL,2025-09-01,1,5.0,1.0,0,71.0
B08CD3XNRL,2025-09-15,3,5.0,1.0,0,58.333333333333336
B08CD3XNRL,2025-09-22,1,5.0,1.0,0,150.0
B08CD3XNRL,2025-09-29,2,3.0,1.0,0,81.5
B08CD3XNRL,2025-10-20,1,5.0,1.0,0,4.0
B08CD3XNRL,2025-12-01,2,1.0,0.5,0,122.0
B08CD3XNRL,2025-12-22,1,2.0,1.0,0,158.0
B08CD3XNRL,2025-12-29,1,3.0,1.0,0,10.0
B08DFSBW6J,2025-12-08,2,5.0,1.0,0,24.0
B08DFSBW6J,2025-12-15,2,4.0,1.0,0,83.0
B08DFSBW6J,2025-12-22,2,4.5,1.0,0,31.5
B08DFSBW6J,2025-12-29,3,3.3333333333333335,1.0,0,148.0
B08DFSBW6J,2026-01-05,1,3.0,1.0,0,103.0
B08FJDVTS2,2026-01-05,2,5.0,1.0,0,33.5
B08FVCDNW1,2024-11-11,2,3.5,1.0,0,201.0
B08FVCDNW1,2024-11-18,2,5.0,1.0,1,160.0
B08FVCDNW1,2024-11-25,1,1.0,1.0,4,474.0
B08FVCDNW1,2024-12-02,3,4.333333333333333,1.0,3,155.66666666666666
B08FVCDNW1,2024-12-09,4,4.0,0.75,2,166.0
B08FVCDNW1,2024-12-23,1,5.0,1.0,1,158.0
B08FVCDNW1,2024-12-30,3,3.6666666666666665,1.0,0,131.33333333333334
B08FVCDNW1,2025-01-06,2,5.0,1.0,0,210.0
B08FVCDNW1,2025-01-13,2,2.5,1.0,0,26.0
B08FVCDNW1,2025-01-20,3,3.6666666666666665,1.0,4,196.0
B08FVCDNW1,2025-01-27,1,5.0,1.0,5,968.0
B08FVCDNW1,2025-02-03,3,3.6666666666666665,1.0,0,57.0
B08FVCDNW1,2025-02-10,3,4.333333333333333,1.0,1,309.3333333333333
B08FVCDNW1,2025-02-24,1,4.0,1.0,2,397.0
B08FVCDNW1,2025-03-03,3,4.333333333333333,1.0,8,416.6666666666667
B08FVCDNW1,2025-03-10,1,5.0,1.0,0,346.0
B08FVCDNW1,2025-03-24,4,3.75,0.75,1,52.5
B08FVCDNW1,2025-03-31,3,4.0,0.6666666666666666,0,616.3333333333334
B08FVCDNW1,2025-04-07,2,5.0,1.0,1,175.0
B08FVCDNW1,2025-04-14,2,5.0,1.0,3,110.5
B08FVCDNW1,2025-04-21,1,5.0,1.0,0,47.0
B08FVCDNW1,2025-04-28,4,2.75,0.75,0,87.25
B08FVCDNW1,2025-05-05,4,5.0,1.0,1,58.5
B08FVCDNW1,2025-05-12,1,4.0,1.0,0,141.0
B08FVCDNW1,2025-05-19,1,5.0,1.0,0,49.0
B08FVCDNW1,2025-05-26,2,3.0,1.0,5,362.0
B08FVCDNW1,2025-06-02,1,5.0,1.0,0,167.0
B08FVCDNW1,2025-06-09,2,3.0,1.0,0,35.5
B08FVCDNW1,2025-06-16,1,5.0,1.0,0,0.0
B08FVCDNW1,2025-06-23,1,5.0,1.0,0,283.0
B08FVCDNW1,2025-06-30,1,5.0,1.0,0,12.0
B08FVCDNW1,2025-07-07,4,3.0,1.0,3,140.25
B08FVCDNW1,2025-07-14,1,5.0,1.0,0,9.0
B08FVCDNW1,2025-07-21,1,1.0,1.0,0,83.0
B08FVCDNW1,2025-07-28,2,4.0,1.0,0,204.5
B08FVCDNW1,2025-08-11,1,1.0,0.0,0,34.0
B08FVCDNW1,2025-08-18,2,3.0,1.0,0,42.5
B08FVCDNW1,2025-08-25,2,5.0,1.0,0,49.5
B08FVCDNW1,2025-09-01,3,3.3333333333333335,1.0,5,119.0
B08FVCDNW1,2025-09-22,3,5.0,0.6666666666666666,1,56.333333333333336
B08FVCDNW1,2025-09-29,2,5.0,1.0,5,93.0
B08FVCDNW1,2025-10-06,1,3.0,1.0,1,290.0
B08FVCDNW1,2025-10-13,1,3.0,1.0,1,295.0
B08FVCDNW1,2025-11-03,4,5.0,1.0,3,153.75
B08FVCDNW1,2025-11-10,1,5.0,1.0,0,130.0
B08FVCDNW1,2025-12-01,1,4.0,1.0,0,263.0
B08FVCDNW1,2025-12-08,1,5.0,1.0,2,101.0
B08FVCDNW1,2025-12-15,1,5.0,1.0,1,59.0
B08FVCDNW1,2025-12-29,2,4.5,1.0,0,18.0
B08FVCDNW1,2026-01-05,1,1.0,1.0,0,59.0
B08FVCDNW1,2026-01-12,1,5.0,1.0,0,123.0
B08FWRQ7WT,2025-12-08,2,5.0,1.0,0,110.5
B08KD27THM,2025-06-30,1,5.0,1.0,9,666.0
B08KD27THM,2025-07-14,1,4.0,0.0,0,168.0
B08KD27THM,2025-07-28,1,5.0,1.0,0,491.0
B08KD27THM,2025-08-11,1,5.0,1.0,0,34.0
B08KD27THM,2025-08-25,1,3.0,1.0,0,36.0
B08KD27THM,2025-09-22,1,5.0,0.0,0,26.0
B08KD27THM,2025-12-08,1,5.0,1.0,0,133.0
B08KD27THM,2025-12-22,1,5.0,1.0,0,138.0
B08KD27THM,2025-12-29,1,5.0,0.0,0,163.0
B08KD27THM,2026-01-05,1,1.0,1.0,0,67.0
B08WJS3KVB,2025-12-22,2,5.0,1.0,0,111.0
B08WJS3KVB,2025-12-29,2,3.5,1.0,0,94.0
B091HDQRVN,2025-11-24,1,5.0,1.0,0,157.0
B091HDQRVN,2025-12-01,6,4.833333333333333,1.0,0,69.66666666666667
B091HDQRVN,2025-12-22,1,5.0,1.0,0,61.0
B091HDQRVN,2025-12-29,2,3.0,1.0,0,58.0
B094NK5KG2,2025-12-29,1,5.0,1.0,0,14.0
B09521GB44,2025-10-27,1,1.0,1.0,2,97.0
B09521GB44,2025-12-01,2,5.0,1.0,0,57.5
B09521GB44,2025-12-15,1,1.0,1.0,0,142.0
B09521GB44,2025-12-22,3,5.0,1.0,0,48.333333333333336
B09521GB44,2025-12-29,1,1.0,1.0,0,339.0
B09521GB44,2026-01-05,2,4.5,1.0,0,41.0
B09B9Q8TMC,2025-12-22,1,5.0,1.0,0,11.0
B09BQWMZ45,2025-12-22,2,5.0,1.0,0,36.0
B09BQWMZ45,2025-12-29,5,5.0,1.0,0,61.2
B09BQWMZ45,2026-01-05,1,2.0,1.0,0,209.0
B09BQWMZ45,2026-01-12,2,3.5,1.0,0,185.0
B09DK23PM1,2025-12-15,5,4.0,1.0,1,364.8
B09DK23PM1,2025-12-22,2,5.0,1.0,0,313.5
B09DK23PM1,2025-12-29,3,4.666666666666667,1.0,0,74.66666666666667
B09GBBMTNS,2025-12-08,6,2.8333333333333335,1.0,31,446.1666666666667
B09GG9G6XS,2026-01-05,9,4.777777777777778,1.0,0,71.0
B09GG9G6XS,2026-01-12,1,1.0,1.0,0,147.0
B09KT6YX71,2025-12-22,1,5.0,1.0,0,42.0
B09KT6YX71,2025-12-29,3,3.6666666666666665,1.0,1,183.0
B09KT6YX71,2026-01-05,3,4.0,0.6666666666666666,0,102.33333333333333
B09MLGKDZ7,2025-03-10,1,5.0,1.0,0,108.0
B09MLGKDZ7,2025-04-07,1,5.0,0.0,0,94.0
B09MLGKDZ7,2025-05-05,1,5.0,1.0,0,125.0
B09MLGKDZ7,2025-06-23,2,3.5,1.0,1,208.0
B09MLGKDZ7,2025-09-01,1,4.0,0.0,0,86.0
B09MLGKDZ7,2025-10-06,1,5.0,1.0,1,97.0
B09NW1J2NW,2025-12-22,5,3.8,0.8,0,85.2
B09NW1J2NW,2025-12-29,4,4.25,0.75,0,85.0
B09NW1J2NW,2026-01-05,1,5.0,1.0,0,25.0
B09WW6VGHX,2025-12-15,2,5.0,1.0,2,397.5
B09WW6VGHX,2025-12-22,6,4.666666666666667,1.0,1,96.83333333333333
B09WW6VGHX,2025-12-29,1,5.0,1.0,0,82.0
B09WW6VGHX,2026-01-05,1,5.0,1.0,0,23.0
B09Y91CSXD,2025-12-29,5,5.0,0.8,0,68.0
B09Y91CSXD,2026-01-05,5,4.2,1.0,0,41.4
B0B5DPM2XX,2025-12-15,2,5.0,1.0,3,72.0
B0B5DPM2XX,2025-12-22,2,5.0,1.0,0,81.0
B0B5DPM2XX,2025-12-29,3,3.6666666666666665,1.0,0,29.333333333333332
B0B5DPM2XX,2026-01-05,3,5.0,1.0,0,527.6666666666666
B0B8NCBW6M,2025-05-26,1,5.0,1.0,0,75.0
B0B8NCBW6M,2025-06-16,1,3.0,1.0,0,85.0
B0B8NCBW6M,2025-07-14,1,5.0,0.0,0,33.0
B0B8NCBW6M,2025-07-28,1,5.0,1.0,1,31.0
B0B8NCBW6M,2025-08-04,1,5.0,0.0,0,22.0
B0B8NCBW6M,2025-09-22,1,5.0,1.0,0,207.0
B0B8NCBW6M,2025-11-10,1,5.0,1.0,1,168.0
B0B8NCBW6M,2025-12-01,1,5.0,1.0,1,41.0
B0B8NCBW6M,2025-12-29,1,5.0,1.0,0,285.0
B0B8NCBW6M,2026-01-05,1,5.0,1.0,0,224.0
B0B974GRLY,2025-11-24,1,5.0,1.0,0,201.0
B0B974GRLY,2025-12-01,3,5.0,1.0,0,183.33333333333334
B0B974GRLY,2025-12-08,1,5.0,1.0,0,116.0
B0B974GRLY,2025-12-22,3,3.6666666666666665,1.0,0,483.3333333333333
B0B974GRLY,2025-12-29,2,5.0,1.0,0,118.5
B0BFR8TJVX,2025-12-29,7,4.857142857142857,1.0,0,71.57142857142857
B0BFR8TJVX,2026-01-05,2,5.0,1.0,0,174.5
B0BG8SPHTD,2024-08-12,1,1.0,1.0,1,36.0
B0BG8SPHTD,2024-10-21,1,3.0,0.0,1,94.0
B0BG8SPHTD,2024-12-16,2,3.0,1.0,0,55.0
B0BG8SPHTD,2024-12-23,1,5.0,1.0,0,29.0
B0BG8SPHTD,2025-06-16,1,5.0,1.0,0,156.0
B0BG8SPHTD,2025-06-30,1,5.0,0.0,0,259.0
B0BG8SPHTD,2025-07-14,1,5.0,0.0,0,86.0
B0BG8SPHTD,2025-07-28,1,5.0,1.0,0,105.0
B0BG8SPHTD,2025-10-13,1,5.0,1.0,0,27.0
B0BW4Y6B95,2025-06-30,1,4.0,1.0,0,39.0
B0BW4Y6B95,2025-07-07,1,5.0,1.0,0,145.0
B0BW4Y6B95,2025-07-14,1,5.0,1.0,2,207.0
B0BW4Y6B95,2025-07-21,1,5.0,1.0,1,808.0
B0BW4Y6B95,2025-08-04,1,3.0,1.0,0,19.0
B0BW4Y6B95,2025-08-18,1,5.0,1.0,1,144.0
B0BW4Y6B95,2025-10-27,1,5.0,1.0,0,564.0
B0BW4Y6B95,2025-11-03,1,2.0,1.0,0,64.0
B0BW4Y6B95,2025-11-24,1,5.0,1.0,0,21.0
B0BW4Y6B95,2026-01-05,1,5.0,1.0,0,27.0
B0BWYH3D6G,2025-05-26,2,5.0,1.0,1,152.5
B0BWYH3D6G,2025-06-02,6,3.0,0.8333333333333334,3,173.83333333333334
B0BWYH3D6G,2025-06-09,2,3.0,0.5,0,120.5
B0BWYH3D6G,2025-06-16,2,2.0,1.0,1,122.5
B0BWYH3D6G,2025-06-23,5,3.2,0.8,0,236.8
B0BWYH3D6G,2025-06-30,1,3.0,1.0,0,151.0
B0BWYH3D6G,2025-07-07,7,2.4285714285714284,0.7142857142857143,2,162.0
B0BWYH3D6G,2025-07-14,1,3.0,1.0,0,74.0
B0BWYH3D6G,2025-07-28,2,3.0,0.5,0,431.5
B0BWYH3D6G,2025-08-04,2,5.0,1.0,0,98.5
B0BWYH3D6G,2025-08-11,2,2.0,1.0,1,494.0
B0BWYH3D6G,2025-08-18,2,3.5,1.0,1,109.5
B0BWYH3D6G,2025-08-25,4,3.25,0.75,1,145.5
B0BWYH3D6G,2025-09-01,4,4.5,1.0,0,114.0
B0BWYH3D6G,2025-09-08,1,5.0,1.0,2,47.0
B0BWYH3D6G,2025-09-22,2,1.0,0.5,1,355.5
B0BWYH3D6G,2025-09-29,2,3.0,0.5,0,415.0
B0BWYH3D6G,2025-10-13,2,3.0,1.0,2,182.0
B0BWYH3D6G,2025-10-20,5,1.4,1.0,2,148.6
B0BWYH3D6G,2025-10-27,14,2.2142857142857144,0.9285714285714286,9,199.5
B0BWYH3D6G,2025-11-03,6,4.166666666666667,1.0,1,86.16666666666667
B0BWYH3D6G,2025-11-10,7,3.142857142857143,0.8571428571428571,2,75.42857142857143
B0BWYH3D6G,2025-11-17,3,2.6666666666666665,1.0,1,107.66666666666667
B0BWYH3D6G,2025-11-24,3,3.0,1.0,3,46.333333333333336
B0BWYH3D6G,2025-12-01,3,4.0,1.0,0,48.666666666666664
B0BWYH3D6G,2025-12-08,2,3.5,1.0,0,109.0
B0BWYH3D6G,2025-12-15,2,3.0,1.0,0,42.0
B0BWYH3D6G,2025-12-22,3,5.0,1.0,0,37.666666666666664
B0BWYH3D6G,2026-01-05,1,5.0,1.0,0,50.0
B0BWYH3D6G,2026-01-12,2,3.0,1.0,0,173.5
B0C1BQTQKL,2025-12-15,1,5.0,1.0,0,329.0
B0C1BQTQKL,2025-12-22,3,5.0,0.6666666666666666,0,63.0
B0C1BQTQKL,2025-12-29,6,5.0,0.6666666666666666,3,90.83333333333333
B0C1YBPJ43,2025-12-22,1,5.0,1.0,0,9.0
B0C1YBPJ43,2025-12-29,3,4.333333333333333,1.0,0,150.33333333333334
B0C1YBPJ43,2026-01-05,6,4.333333333333333,0.8333333333333334,0,85.0
B0C3PXKWWS,2025-12-22,4,4.75,1.0,0,145.75
B0C3PXKWWS,2025-12-29,4,5.0,1.0,0,161.25
B0C3PXKWWS,2026-01-05,2,5.0,1.0,0,106.5
B0C61SJWDD,2025-02-24,3,5.0,1.0,0,125.33333333333333
B0C61SJWDD,2025-05-05,1,5.0,0.0,0,79.0
B0C61SJWDD,2025-06-02,1,5.0,1.0,0,90.0
B0C61SJWDD,2025-06-09,1,3.0,1.0,0,59.0
B0C61SJWDD,2025-06-30,1,5.0,1.0,0,182.0
B0C61SJWDD,2025-07-14,1,5.0,1.0,1,399.0
B0C61SJWDD,2025-08-11,1,5.0,1.0,0,35.0
B0C61SJWDD,2025-10-06,1,5.0,1.0,1,87.0
B0C7G4NDN9,2025-11-24,1,5.0,1.0,0,12.0
B0C7G4NDN9,2025-12-01,2,4.5,0.5,0,144.5
B0C7G4NDN9,2025-12-08,3,5.0,1.0,0,102.33333333333333
B0C7G4NDN9,2025-12-15,2,4.5,1.0,0,118.5
B0C7G4NDN9,2026-01-05,2,5.0,0.5,0,50.5
B0C9JVQ2RB,2025-12-29,3,4.666666666666667,0.6666666666666666,0,230.0
B0C9JVQ2RB,2026-01-05,6,5.0,1.0,0,145.33333333333334
B0C9JVQ2RB,2026-01-12,1,1.0,1.0,0,37.0
B0C9LP36Q5,2025-12-22,1,5.0,1.0,0,101.0
B0C9LP36Q5,2025-12-29,6,4.666666666666667,0.6666666666666666,0,222.83333333333334
B0C9LP36Q5,2026-01-05,3,5.0,1.0,0,126.0
B0C9MPD7ZP,2025-12-15,1,5.0,1.0,0,128.0
B0C9MPD7ZP,2025-12-22,4,4.75,1.0,0,109.0
B0C9MPD7ZP,2025-12-29,5,5.0,0.8,0,120.2
B0C9QNK6HR,2025-11-24,1,5.0,0.0,0,682.0
B0CCJ3FCCW,2025-11-17,1,5.0,1.0,0,365.0
B0CCJ3FCCW,2025-12-01,1,5.0,1.0,0,13.0
B0CCJ3FCCW,2025-12-08,1,5.0,1.0,0,12.0
B0CCJ3FCCW,2025-12-15,2,3.0,1.0,0,66.5
B0CCJ3FCCW,2025-12-22,2,5.0,1.0,0,118.0
B0CCJ3FCCW,2025-12-29,2,4.5,1.0,0,47.5
B0CCJ3FCCW,2026-01-05,1,5.0,1.0,0,98.0
B0CGKM92PQ,2025-12-29,1,5.0,1.0,0,3.0
B0CGKM92PQ,2026-01-05,9,4.222222222222222,0.8888888888888888,0,152.77777777777777
B0CJRQXTZ6,2024-01-15,1,5.0,0.0,0,125.0
B0CJRQXTZ6,2024-01-22,1,5.0,0.0,0,446.0
B0CJRQXTZ6,2024-01-29,1,5.0,0.0,0,907.0
B0CJRQXTZ6,2024-02-19,1,5.0,0.0,0,267.0
B0CJRQXTZ6,2024-03-18,1,5.0,0.0,0,183.0
B0CJRQXTZ6,2024-04-01,1,5.0,0.0,0,267.0
B0CJRQXTZ6,2024-09-09,1,2.0,1.0,0,29.0
B0CJRQXTZ6,2024-11-18,1,5.0,0.0,0,106.0
B0CJRQXTZ6,2025-01-20,1,5.0,1.0,0,51.0
B0CJRQXTZ6,2025-01-27,1,5.0,1.0,0,52.0
B0CKZ1MJ7Y,2025-12-29,6,5.0,0.6666666666666666,0,118.83333333333333
B0CKZ1MJ7Y,2026-01-05,4,4.0,1.0,0,161.0
B0CL96FX6Q,2025-12-01,4,2.0,0.75,1,149.5
B0CL96FX6Q,2025-12-15,1,5.0,1.0,0,216.0
B0CL96FX6Q,2025-12-22,2,5.0,1.0,1,175.5
B0CL96FX6Q,2025-12-29,3,5.0,1.0,0,56.666666666666664
B0CLVMXH3Y,2026-01-05,10,4.7,0.9,0,96.5
B0CN3KPCT1,2025-11-03,1,1.0,1.0,2,86.0
B0CN3KPCT1,2025-11-17,1,1.0,1.0,4,304.0
B0CN3KPCT1,2025-12-01,1,4.0,1.0,0,63.0
B0CN3KPCT1,2025-12-08,2,5.0,1.0,1,336.0
B0CN3KPCT1,2025-12-15,1,5.0,1.0,1,214.0
B0CN3KPCT1,2025-12-22,2,5.0,1.0,0,107.0
B0CN3KPCT1,2025-12-29,1,5.0,1.0,0,113.0
B0CN3KPCT1,2026-01-05,1,2.0,1.0,0,186.0
B0CP5QXC1H,2025-12-22,7,4.142857142857143,0.8571428571428571,0,124.0
B0CP5QXC1H,2025-12-29,2,3.0,0.5,0,520.0
B0CP5QXC1H,2026-01-05,1,1.0,1.0,0,60.0
B0CSFG6GL3,2025-12-22,4,4.25,1.0,0,118.5
B0CSFG6GL3,2025-12-29,4,5.0,1.0,0,115.5
B0CSFG6GL3,2026-01-05,2,3.0,1.0,0,70.0
B0CWH4MF7W,2026-01-05,10,5.0,0.8,0,184.4
B0CZ747XJJ,2025-12-01,4,4.0,1.0,0,138.5
B0CZ747XJJ,2025-12-08,1,3.0,1.0,0,23.0
B0CZ747XJJ,2025-12-15,1,5.0,1.0,0,44.0
B0CZ747XJJ,2025-12-29,1,5.0,1.0,0,93.0
B0CZ747XJJ,2026-01-05,3,5.0,0.3333333333333333,0,585.3333333333334
B0DCV9V2PV,2025-12-29,8,3.25,0.625,2,145.625
B0DCV9V2PV,2026-01-05,2,5.0,0.5,0,40.5
B0DDKP1N8L,2025-10-20,2,3.0,1.0,1,152.0
B0DDKP1N8L,2025-11-03,1,5.0,0.0,0,62.0
B0DDKP1N8L,2025-11-17,1,5.0,1.0,0,29.0
B0DDKP1N8L,2025-11-24,2,4.5,1.0,1,307.0
B0DDKP1N8L,2025-12-08,1,5.0,1.0,0,83.0
B0DDKP1N8L,2025-12-15,1,5.0,1.0,0,348.0
B0DDKP1N8L,2025-12-22,1,5.0,0.0,0,131.0
B0DDKP1N8L,2026-01-05,1,5.0,0.0,0,22.0
B0DGL3FDWX,2025-12-01,3,4.0,1.0,0,183.0
B0DGL3FDWX,2025-12-08,4,4.25,0.5,0,185.75
B0DGL3FDWX,2025-12-15,1,5.0,1.0,0,74.0
B0DGL3FDWX,2026-01-05,2,5.0,0.5,0,142.5
B0DGWMNZJP,2025-11-17,2,2.0,1.0,1,96.0
B0DGWMNZJP,2025-11-24,2,1.5,1.0,0,60.0
B0DGWMNZJP,2025-12-01,1,1.0,1.0,1,712.0
B0DGWMNZJP,2025-12-08,2,1.5,1.0,0,40.5
B0DGWMNZJP,2025-12-22,1,5.0,1.0,0,78.0
B0DGWMNZJP,2025-12-29,2,5.0,1.0,0,84.5
B0DNF1F2HG,2025-12-08,1,5.0,1.0,0,31.0
B0DNF1F2HG,2025-12-15,3,3.6666666666666665,1.0,1,189.33333333333334
B0DNF1F2HG,2025-12-22,5,4.2,1.0,3,131.2
B0DNF1F2HG,2025-12-29,1,5.0,1.0,0,46.0
B0DPGRS6JY,2025-06-23,2,4.0,1.0,1,56.0
B0DPGRS6JY,2025-08-18,1,4.0,1.0,0,82.0
B0DPGRS6JY,2025-09-22,1,5.0,1.0,0,7.0
B0DPGRS6JY,2025-11-03,1,1.0,1.0,0,166.0
B0DPGRS6JY,2025-11-17,1,1.0,1.0,0,323.0
B0DPGRS6JY,2025-12-08,2,5.0,1.0,0,96.5
B0DPGRS6JY,2025-12-15,1,3.0,1.0,0,60.0
B0DPGRS6JY,2026-01-05,1,5.0,1.0,0,22.0
B0DR1NKGDP,2025-12-15,2,5.0,1.0,1,282.5
B0DR1NKGDP,2025-12-22,3,5.0,1.0,0,161.0
B0DR1NKGDP,2025-12-29,2,4.0,0.5,0,194.0
B0DR1NKGDP,2026-01-05,3,5.0,1.0,0,162.66666666666666
B0DX6SWZNL,2025-12-15,3,5.0,0.3333333333333333,0,59.0
B0DX6SWZNL,2025-12-22,1,5.0,1.0,0,28.0
B0DX6SWZNL,2025-12-29,2,5.0,1.0,0,190.5
B0DX6SWZNL,2026-01-05,4,5.0,0.5,0,48.0
B0DXPQ88ZV,2025-12-22,3,5.0,1.0,0,145.33333333333334
B0DXPQ88ZV,2025-12-29,4,5.0,0.75,0,55.25
B0DXPQ88ZV,2026-01-05,3,4.666666666666667,1.0,0,61.0
B0DYP3J5BW,2025-12-29,8,4.875,1.0,1,73.875
B0DYP3J5BW,2026-01-05,2,4.5,1.0,0,163.5
B0DZHL47FD,2025-11-03,1,2.0,1.0,0,275.0
B0DZHL47FD,2025-11-24,1,5.0,1.0,2,713.0
B0DZHL47FD,2025-12-01,2,5.0,0.5,0,55.5
B0DZHL47FD,2025-12-08,1,3.0,1.0,0,73.0
B0DZHL47FD,2025-12-15,3,4.0,1.0,1,108.0
B0DZHL47FD,2025-12-22,1,5.0,1.0,0,22.0
B0DZHL47FD,2025-12-29,1,5.0,1.0,0,164.0
B0F1N3QFGR,2025-08-25,1,5.0,0.0,0,519.0
B0F1N3QFGR,2025-09-08,1,5.0,1.0,0,33.0
B0F1N3QFGR,2025-09-15,2,4.5,0.0,0,496.0
B0F1N3QFGR,2025-09-22,1,5.0,1.0,0,58.0
B0F1N3QFGR,2025-10-20,1,5.0,1.0,0,27.0
B0F1N3QFGR,2025-11-24,1,5.0,0.0,0,39.0
B0F1N3QFGR,2025-12-22,1,5.0,1.0,0,324.0
B0F1N3QFGR,2025-12-29,1,5.0,1.0,0,149.0
B0F1N3QFGR,2026-01-05,1,5.0,1.0,0,49.0
B0F3KWZQ61,2025-12-29,7,3.5714285714285716,0.7142857142857143,1,417.85714285714283
B0F3KWZQ61,2026-01-05,3,5.0,1.0,0,207.33333333333334
B0F4R9ZJCC,2025-12-29,2,5.0,0.5,0,48.0
B0F4R9ZJCC,2026-01-05,1,5.0,1.0,0,470.0
B0F93Y59S6,2025-11-17,3,5.0,0.3333333333333333,1,535.0
B0F93Y59S6,2025-11-24,3,5.0,0.0,2,440.0
B0F93Y59S6,2025-12-01,2,5.0,0.0,1,746.0
B0F93Y59S6,2025-12-29,2,5.0,0.5,0,316.5
B0F9FCYKJZ,2025-12-29,6,4.666666666666667,0.8333333333333334,1,220.83333333333334
B0F9FCYKJZ,2026-01-05,4,4.75,1.0,0,126.25
B0F9WMG8VG,2025-12-01,1,5.0,0.0,2,2953.0
B0F9WMG8VG,2025-12-08,2,5.0,1.0,1,50.0
B0F9WMG8VG,2025-12-15,3,5.0,0.6666666666666666,2,226.0
B0F9WMG8VG,2025-12-22,2,5.0,1.0,1,225.0
B0F9WMG8VG,2025-12-29,2,3.0,1.0,0,131.0
B0F9XVDV1M,2025-12-01,1,5.0,0.0,0,1296.0
B0F9XVDV1M,2025-12-08,5,5.0,0.4,0,472.2
B0F9XVDV1M,2025-12-15,1,5.0,0.0,1,1383.0
B0F9XVDV1M,2025-12-22,1,5.0,1.0,0,66.0
B0F9XVDV1M,2025-12-29,1,5.0,1.0,0,49.0
B0F9XVDV1M,2026-01-05,1,5.0,1.0,0,200.0
B0F9XXZ3QV,2025-10-20,1,5.0,0.0,0,464.0
B0F9XXZ3QV,2025-10-27,1,5.0,0.0,0,730.0
B0F9XXZ3QV,2025-11-03,1,5.0,0.0,1,379.0
B0F9XXZ3QV,2025-11-10,2,5.0,0.5,2,813.5
B0F9XXZ3QV,2025-11-24,2,5.0,0.0,0,569.0
